,SPY,algo_volatility,algorithm_period_return,alpha,benchmark_period_return,benchmark_volatility,beta,capital_used,ending_cash,ending_exposure,ending_value,excess_return,gross_leverage,information,long_exposure,long_value,longs_count,max_drawdown,max_leverage,net_leverage,orders,period_close,period_label,period_open,pnl,portfolio,portfolio_value,positions,returns,sharpe,short_exposure,short_value,shorts_count,sortino,starting_cash,starting_exposure,starting_value,trading_days,transactions,treasury_period_return
2012-03-21 20:00:00+00:00,,0.0,0.0,0.0,0.0240374077591,0.122675690788,0.0,0.0,10000000.0,0.0,0.0,-0.0231,0.0,-0.208676242974,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-21 20:00:00+00:00,2012-03,2012-03-21 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,15,[],0.0231
2012-03-22 20:00:00+00:00,,0.0,0.0,0.0,0.0167312047928,0.123495577469,0.0,0.0,10000000.0,0.0,0.0,-0.0229,0.0,-0.137015347737,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-22 20:00:00+00:00,2012-03,2012-03-22 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,16,[],0.0229
2012-03-23 20:00:00+00:00,,0.0,0.0,0.0,0.0206034923649,0.120039432273,0.0,0.0,10000000.0,0.0,0.0,-0.0225,0.0,-0.162295560337,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-23 20:00:00+00:00,2012-03,2012-03-23 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,17,[],0.0225
2012-03-26 20:00:00+00:00,,0.0,0.0,0.0,0.0346314020602,0.125520800421,0.0,0.0,10000000.0,0.0,0.0,-0.0226,0.0,-0.243156870679,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-26 20:00:00+00:00,2012-03,2012-03-26 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,18,[],0.0226
2012-03-27 20:00:00+00:00,,0.0,0.0,0.0,0.0311244246364,0.123508920849,0.0,0.0,10000000.0,0.0,0.0,-0.022,0.0,-0.211181983825,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-27 20:00:00+00:00,2012-03,2012-03-27 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,19,[],0.022
2012-03-28 20:00:00+00:00,,0.0,0.0,0.0,0.02601008256,0.122478356845,0.0,0.0,10000000.0,0.0,0.0,-0.0221,0.0,-0.170167738694,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-28 20:00:00+00:00,2012-03,2012-03-28 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,20,[],0.0221
2012-03-29 20:00:00+00:00,,0.0,0.0,0.0,0.024475779937,0.119772870494,0.0,0.0,10000000.0,0.0,0.0,-0.0218,0.0,-0.156287260819,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-29 20:00:00+00:00,2012-03,2012-03-29 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,21,[],0.0218
2012-03-30 20:00:00+00:00,,0.0,0.0,0.0,0.0281288814202,0.117165119523,0.0,0.0,10000000.0,0.0,0.0,-0.0223,0.0,-0.174464027499,0.0,0.0,0,0.0,0.0,0.0,[],2012-03-30 20:00:00+00:00,2012-03,2012-03-30 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,22,[],0.0223
2012-04-02 20:00:00+00:00,,0.0,0.0,0.0,0.0359465185942,0.116364805919,0.0,0.0,10000000.0,0.0,0.0,-0.0222,0.0,-0.213126591687,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-02 20:00:00+00:00,2012-04,2012-04-02 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,23,[],0.0222
2012-04-03 20:00:00+00:00,,0.0,0.0,0.0,0.032074231022,0.115095641025,0.0,0.0,10000000.0,0.0,0.0,-0.023,0.0,-0.185017257461,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-03 20:00:00+00:00,2012-04,2012-04-03 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,24,[],0.023
2012-04-04 20:00:00+00:00,,0.0,0.0,0.0,0.0216994228099,0.118336916732,0.0,0.0,10000000.0,0.0,0.0,-0.0225,0.0,-0.118811830033,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-04 20:00:00+00:00,2012-04,2012-04-04 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,25,[],0.0225
2012-04-05 20:00:00+00:00,,0.0,0.0,0.0,0.0212610506319,0.116018251036,0.0,0.0,10000000.0,0.0,0.0,-0.0219,0.0,-0.114267332006,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-05 20:00:00+00:00,2012-04,2012-04-05 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,26,[],0.0219
2012-04-09 20:00:00+00:00,,0.0,0.0,0.0,0.00993643603407,0.119455251137,0.0,0.0,10000000.0,0.0,0.0,-0.0206,0.0,-0.0522912062066,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-09 20:00:00+00:00,2012-04,2012-04-09 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,27,[],0.0206
2012-04-10 20:00:00+00:00,,0.0,0.0,0.0,-0.00752538905547,0.128667847031,0.0,0.0,10000000.0,0.0,0.0,-0.0201,0.0,0.0293713688959,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-10 20:00:00+00:00,2012-04,2012-04-10 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,28,[],0.0201
2012-04-11 20:00:00+00:00,,0.0,0.0,0.0,0.00021918608882,0.128553699293,0.0,0.0,10000000.0,0.0,0.0,-0.0205,0.0,-0.00484362006477,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-11 20:00:00+00:00,2012-04,2012-04-11 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,29,[],0.0205
2012-04-12 20:00:00+00:00,,0.0,0.0,0.0,0.0144662818731,0.132857438292,0.0,0.0,10000000.0,0.0,0.0,-0.0208,0.0,-0.0612619985211,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-12 20:00:00+00:00,2012-04,2012-04-12 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,30,[],0.0208
2012-04-13 20:00:00+00:00,,0.0,0.0,0.0,0.00189961277102,0.135703794608,0.0,0.0,10000000.0,0.0,0.0,-0.0202,0.0,-0.0112979462826,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-13 20:00:00+00:00,2012-04,2012-04-13 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,31,[],0.0202
2012-04-16 20:00:00+00:00,,0.0,0.0,0.0,0.000438372177756,0.133568387121,0.0,0.0,10000000.0,0.0,0.0,-0.02,0.0,-0.00570304883794,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-16 20:00:00+00:00,2012-04,2012-04-16 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,32,[],0.02
2012-04-17 20:00:00+00:00,,0.0,0.0,0.0,0.016219770585,0.138461706944,0.0,0.0,10000000.0,0.0,0.0,-0.0203,0.0,-0.0601387288287,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-17 20:00:00+00:00,2012-04,2012-04-17 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,33,[],0.0203
2012-04-18 20:00:00+00:00,,0.0,0.0,0.0,0.0125666691018,0.136808096896,0.0,0.0,10000000.0,0.0,0.0,-0.02,0.0,-0.0468071855562,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-18 20:00:00+00:00,2012-04,2012-04-18 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,34,[],0.02
2012-04-19 20:00:00+00:00,,0.0,0.0,0.0,0.0064294586101,0.135892793677,0.0,0.0,10000000.0,0.0,0.0,-0.0198,0.0,-0.0255466898049,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-19 20:00:00+00:00,2012-04,2012-04-19 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,35,[],0.0198
2012-04-20 20:00:00+00:00,,0.0,0.0,0.0,0.00789069920336,0.133977135279,0.0,0.0,10000000.0,0.0,0.0,-0.0199,0.0,-0.0299708424168,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-20 20:00:00+00:00,2012-04,2012-04-20 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,36,[],0.0199
2012-04-23 20:00:00+00:00,,0.0,0.0,0.0,-0.000584496237571,0.134023346103,0.0,0.0,10000000.0,0.0,0.0,-0.0196,0.0,-0.00223204700873,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-23 20:00:00+00:00,2012-04,2012-04-23 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,37,[],0.0196
2012-04-24 20:00:00+00:00,,0.0,0.0,0.0,0.00321472930491,0.132558198866,0.0,0.0,10000000.0,0.0,0.0,-0.02,0.0,-0.0141773924226,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-24 20:00:00+00:00,2012-04,2012-04-24 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,38,[],0.02
2012-04-25 20:00:00+00:00,,0.0,0.0,0.0,0.0173157010299,0.135515403369,0.0,0.0,10000000.0,0.0,0.0,-0.0201,0.0,-0.0557308608043,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-25 20:00:00+00:00,2012-04,2012-04-25 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,39,[],0.0201
2012-04-26 20:00:00+00:00,,0.0,0.0,0.0,0.0241104697886,0.134669879232,0.0,0.0,10000000.0,0.0,0.0,-0.0198,0.0,-0.0743616319802,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-26 20:00:00+00:00,2012-04,2012-04-26 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,40,[],0.0198
2012-04-27 20:00:00+00:00,,0.0,0.0,0.0,0.0259370205302,0.133006555615,0.0,0.0,10000000.0,0.0,0.0,-0.0196,0.0,-0.0786471110583,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-27 20:00:00+00:00,2012-04,2012-04-27 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,41,[],0.0196
2012-04-30 20:00:00+00:00,,0.0,0.0,0.0,0.0211879886021,0.13201149639,0.0,0.0,10000000.0,0.0,0.0,-0.0195,0.0,-0.0640999748294,0.0,0.0,0,0.0,0.0,0.0,[],2012-04-30 20:00:00+00:00,2012-04,2012-04-30 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,42,[],0.0195
2012-05-01 20:00:00+00:00,,0.0,0.0,0.0,0.0282750054794,0.131349419036,0.0,0.0,10000000.0,0.0,0.0,-0.0198,0.0,-0.0824305597972,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-01 20:00:00+00:00,2012-05,2012-05-01 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,43,[],0.0198
2012-05-02 20:00:00+00:00,,0.0,0.0,0.0,0.0249141521149,0.130156931663,0.0,0.0,10000000.0,0.0,0.0,-0.0196,0.0,-0.0722353550009,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-02 20:00:00+00:00,2012-05,2012-05-02 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,44,[],0.0196
2012-05-03 20:00:00+00:00,,0.0,0.0,0.0,0.0173887630596,0.130032239077,0.0,0.0,10000000.0,0.0,0.0,-0.0196,0.0,-0.0507783661109,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-03 20:00:00+00:00,2012-05,2012-05-03 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,45,[],0.0196
2012-05-04 20:00:00+00:00,,0.0,0.0,0.0,0.000657558266775,0.134499471396,0.0,0.0,10000000.0,0.0,0.0,-0.0191,0.0,-0.00582950077212,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-04 20:00:00+00:00,2012-05,2012-05-04 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,46,[],0.0191
2012-05-07 20:00:00+00:00,,0.0,0.0,0.0,0.00168042668206,0.133048557434,0.0,0.0,10000000.0,0.0,0.0,-0.0192,0.0,-0.0083626230926,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-07 20:00:00+00:00,2012-05,2012-05-07 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,47,[],0.0192
2012-05-08 20:00:00+00:00,,0.0,0.0,0.0,-0.00270329509773,0.132019239939,0.0,0.0,10000000.0,0.0,0.0,-0.0188,0.0,0.00271091168405,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-08 20:00:00+00:00,2012-05,2012-05-08 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,48,[],0.0188
2012-05-09 20:00:00+00:00,,0.0,0.0,0.0,-0.00825600935214,0.131240672117,0.0,0.0,10000000.0,0.0,0.0,-0.0187,0.0,0.0164154528679,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-09 20:00:00+00:00,2012-05,2012-05-09 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,49,[],0.0187
2012-05-10 20:00:00+00:00,,0.0,0.0,0.0,-0.00672170672921,0.129949504185,0.0,0.0,10000000.0,0.0,0.0,-0.0189,0.0,0.0124671994616,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-10 20:00:00+00:00,2012-05,2012-05-10 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,50,[],0.0189
2012-05-11 20:00:00+00:00,,0.0,0.0,0.0,-0.00957112588608,0.128790362695,0.0,0.0,10000000.0,0.0,0.0,-0.0184,0.0,0.0192659263243,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-11 20:00:00+00:00,2012-05,2012-05-11 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,51,[],0.0184
2012-05-14 20:00:00+00:00,,0.0,0.0,0.0,-0.0200189961279,0.129557440149,0.0,0.0,10000000.0,0.0,0.0,-0.0178,0.0,0.0436399993308,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-14 20:00:00+00:00,2012-05,2012-05-14 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,52,[],0.0178
2012-05-15 20:00:00+00:00,,0.0,0.0,0.0,-0.0257178344416,0.128856656544,0.0,0.0,10000000.0,0.0,0.0,-0.0176,0.0,0.0565666439488,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-15 20:00:00+00:00,2012-05,2012-05-15 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,53,[],0.0176
2012-05-16 20:00:00+00:00,,0.0,0.0,0.0,-0.0291517498358,0.127806906133,0.0,0.0,10000000.0,0.0,0.0,-0.0176,0.0,0.0640820646535,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-16 20:00:00+00:00,2012-05,2012-05-16 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,54,[],0.0176
2012-05-17 20:00:00+00:00,,0.0,0.0,0.0,-0.043837217798,0.130423074026,0.0,0.0,10000000.0,0.0,0.0,-0.017,0.0,0.0951298028582,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-17 20:00:00+00:00,2012-05,2012-05-17 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,55,[],0.017
2012-05-18 20:00:00+00:00,,0.0,0.0,0.0,-0.05209322715,0.130301234874,0.0,0.0,10000000.0,0.0,0.0,-0.0171,0.0,0.112303024173,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-18 20:00:00+00:00,2012-05,2012-05-18 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,56,[],0.0171
2012-05-21 20:00:00+00:00,,0.0,0.0,0.0,-0.0354350843867,0.134861340845,0.0,0.0,10000000.0,0.0,0.0,-0.0175,0.0,0.0703110839681,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-21 20:00:00+00:00,2012-05,2012-05-21 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,57,[],0.0175
2012-05-22 20:00:00+00:00,,0.0,0.0,0.0,-0.0341199678528,0.133735578049,0.0,0.0,10000000.0,0.0,0.0,-0.0179,0.0,0.0668901395315,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-22 20:00:00+00:00,2012-05,2012-05-22 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,58,[],0.0179
2012-05-23 20:00:00+00:00,,0.0,0.0,0.0,-0.0336085336452,0.132596915467,0.0,0.0,10000000.0,0.0,0.0,-0.0173,0.0,0.0652466466955,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-23 20:00:00+00:00,2012-05,2012-05-23 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,59,[],0.0173
2012-05-24 20:00:00+00:00,,0.0,0.0,0.0,-0.0317089208739,0.131569059883,0.0,0.0,10000000.0,0.0,0.0,-0.0177,0.0,0.0607076109852,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-24 20:00:00+00:00,2012-05,2012-05-24 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,60,[],0.0177
2012-05-25 20:00:00+00:00,,0.0,0.0,0.0,-0.0348505881494,0.13058697198,0.0,0.0,10000000.0,0.0,0.0,-0.0175,0.0,0.0666273136351,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-25 20:00:00+00:00,2012-05,2012-05-25 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,61,[],0.0175
2012-05-29 20:00:00+00:00,,0.0,0.0,0.0,-0.0231606634033,0.132003243667,0.0,0.0,10000000.0,0.0,0.0,-0.0174,0.0,0.0413562163162,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-29 20:00:00+00:00,2012-05,2012-05-29 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,62,[],0.0174
2012-05-30 20:00:00+00:00,,0.0,0.0,0.0,-0.037553883247,0.134060307707,0.0,0.0,10000000.0,0.0,0.0,-0.0163,0.0,0.0677698091987,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-30 20:00:00+00:00,2012-05,2012-05-30 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,63,[],0.0163
2012-05-31 20:00:00+00:00,,0.0,0.0,0.0,-0.0393073719589,0.133015194444,0.0,0.0,10000000.0,0.0,0.0,-0.0159,0.0,0.070632451452,0.0,0.0,0,0.0,0.0,0.0,[],2012-05-31 20:00:00+00:00,2012-05,2012-05-31 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,64,[],0.0159
2012-06-01 20:00:00+00:00,,0.0,0.0,0.0,-0.0636370278368,0.140670672004,0.0,0.0,10000000.0,0.0,0.0,-0.0147,0.0,0.109728839793,0.0,0.0,0,0.0,0.0,0.0,[],2012-06-01 20:00:00+00:00,2012-06,2012-06-01 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,65,[],0.0147
2012-06-04 20:00:00+00:00,,0.0,0.0,0.0,-0.0640754000147,0.139587872456,0.0,0.0,10000000.0,0.0,0.0,-0.0153,0.0,0.109711255821,0.0,0.0,0,0.0,0.0,0.0,[],2012-06-04 20:00:00+00:00,2012-06,2012-06-04 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,66,[],0.0153
2012-06-05 20:00:00+00:00,,0.0,0.0,0.0,-0.0572806312561,0.139441661003,0.0,0.0,10000000.0,0.0,0.0,-0.0157,0.0,0.0958513115556,0.0,0.0,0,0.0,0.0,0.0,[],2012-06-05 20:00:00+00:00,2012-06,2012-06-05 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,67,[],0.0157
2012-06-06 20:00:00+00:00,,0.0,0.0,0.0,-0.0354350843868,0.14591436254,0.0,0.0,10000000.0,0.0,0.0,-0.0166,0.0,0.0531779644344,0.0,0.0,0,0.0,0.0,0.0,[],2012-06-06 20:00:00+00:00,2012-06,2012-06-06 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,68,[],0.0166
2012-06-07 20:00:00+00:00,,0.0,0.0,0.0,-0.0352158982978,0.144843953052,0.0,0.0,10000000.0,0.0,0.0,-0.0166,0.0,0.0524336258286,0.0,0.0,0,0.0,0.0,0.0,[],2012-06-07 20:00:00+00:00,2012-06,2012-06-07 13:31:00+00:00,0.0,,10000000.0,[],0.0,,0,0,0,,10000000.0,0.0,0.0,69,[],0.0166
